43,177,10,6
44,177,9,6
43,177,11,6
43,178,12,5
44,177,11,6
45,177,12,6
44,177,12,6
46,178,11,5
45,177,11,6
46,177,10,7
47,177,10,5
47,178,10,5
48,178,10,5
49,178,11,5
48,178,11,5
49,178,11,5
50,178,12,5
50,178,11,5
51,178,11,5
52,178,9,5
52,178,10,5
53,178,9,5
53,178,10,5
53,178,10,5
54,177,10,7
54,178,11,5
55,178,10,5
55,178,11,5
56,178,10,5
57,178,9,5
56,178,11,5
57,178,11,5
58,178,11,5
58,178,11,5
59,178,10,5
59,178,10,5
60,178,9,5
60,178,10,5
60,178,10,6
61,178,10,5
61,178,11,6
62,178,10,6
62,178,10,6
63,178,11,6
63,178,10,6
63,178,11,6
63,178,12,6
65,179,10,5
64,178,12,6
65,178,11,6
66,179,10,4
65,178,12,6
66,179,12,5
67,178,10,6
68,179,10,4
68,179,11,5
68,178,12,6
69,178,12,7
69,179,12,5
70,178,11,7
70,178,11,6
71,179,11,5
71,178,11,7
72,178,11,6
72,178,12,6
73,179,12,6
73,179,12,5
73,179,11,5
74,179,10,5
74,179,11,6
76,179,9,5
75,179,11,6
76,179,10,6
76,179,10,5
77,179,10,5
78,179,9,5
78,178,11,7
79,179,10,5
79,179,11,6
80,179,10,5
80,179,10,5
80,179,11,5
81,179,10,6
81,179,11,6
81,179,11,6
82,179,11,6
82,179,11,6
83,179,10,5
84,179,9,5
85,179,9,6
85,179,9,6
86,179,9,5
86,179,9,6
86,180,10,5
86,179,11,6
87,179,10,6
88,179,9,6
88,179,10,6
88,180,12,5
89,180,10,5
89,179,11,6
90,179,9,6
91,179,9,6
91,180,10,5
91,180,11,5
92,180,10,5
92,180,10,5
93,179,10,6
93,179,11,6
93,179,12,7
94,179,11,7
94,180,11,6
94,179,12,7
94,180,12,6
96,180,12,6
97,180,10,6
97,180,11,5
97,179,11,7
97,179,12,7
98,180,12,6
98,180,11,6
100,180,10,6
99,180,11,6
100,180,11,6
101,180,11,6
101,180,11,6
102,180,10,6
102,180,11,6
103,180,10,6
103,180,11,6
103,180,12,6
104,180,12,6
105,180,11,6
105,180,11,6
105,180,12,6
105,180,12,6
106,180,11,6
108,181,10,5
108,180,10,6
108,180,10,6
109,180,10,6
108,180,11,6
110,180,10,6
109,180,12,6
111,181,11,5
111,180,10,6
112,180,9,6
112,181,10,5
113,181,10,5
113,181,11,5
113,180,11,7
114,181,10,5
114,181,10,5
115,181,10,6
115,181,10,5
116,181,9,5
116,181,9,5
118,181,8,5
117,181,9,4
118,181,8,5
118,181,8,5
118,181,8,5
119,181,8,5
120,181,9,5
121,181,9,5
122,182,7,4
121,181,6,5
122,182,5,4
122,182,5,4
122,182,5,4
123,182,5,4
140,182,7,6
141,181,6,6
142,182,5,6
141,181,6,7
142,182,6,5
141,182,7,6
142,181,7,7
142,182,7,5
142,182,8,6
141,182,9,5
142,182,8,6
141,181,10,7
141,181,11,7
142,182,11,5
142,182,11,5
143,181,10,6
142,181,13,8
143,182,11,6
144,182,10,5
145,182,10,5
145,181,10,7
146,182,10,5
147,182,10,6
147,182,10,5
148,182,9,5
148,181,10,7
149,182,9,6
149,182,11,6
149,182,11,6
150,182,10,6
150,182,11,6
151,182,10,6
152,182,10,6
152,182,10,6
152,182,10,6
153,182,9,6
153,182,10,6
154,182,10,6
154,182,11,6
155,182,10,6
155,183,11,5
156,182,10,6
156,182,10,6
156,182,12,6
157,181,10,8
157,182,11,6
157,182,12,6
158,182,12,6
159,181,10,7
160,181,11,7
160,182,10,6
160,182,11,5
160,182,12,6
161,182,11,6
162,182,11,6
163,182,9,6
162,182,11,6
163,182,11,6
165,182,9,6
164,182,10,6
165,182,10,6
166,182,10,6
166,182,11,6
166,182,11,6
168,182,9,6
167,182,11,6
168,182,10,7
168,182,10,6
169,182,10,6
169,182,11,6
169,182,11,7
171,182,9,5
170,182,11,7
171,182,10,6
172,182,10,6
172,182,10,6
172,182,11,6
173,182,10,6
174,183,10,4
174,182,11,5
175,182,11,6
174,181,12,7
176,182,11,6
175,181,13,8
176,181,12,7
177,181,11,8
178,181,11,7
178,182,11,6
178,181,11,8
179,181,11,6
180,181,10,7
180,182,10,6
180,181,12,7
181,180,10,8
181,181,11,7
181,181,13,7
182,181,12,7
182,181,12,7
183,181,11,6
184,181,10,6
183,181,12,5
185,181,11,6
185,181,11,6
186,181,11,6
186,180,12,8
187,181,11,6
188,180,9,7
188,180,10,7
188,180,10,7
189,180,10,7
190,180,9,7
190,180,10,7
191,180,10,7
190,180,12,6
191,180,12,7
192,179,11,8
191,180,12,7
192,180,11,7
193,180,11,7
193,179,12,8
194,180,11,6
194,179,12,7
195,179,11,8
195,179,11,7
196,179,10,7
196,179,12,7
196,179,12,7
197,179,11,7
197,178,11,9
198,178,11,8
199,179,11,7
198,179,12,7
199,178,11,7
199,178,13,7
201,178,10,7
201,178,11,8
201,178,13,7
201,178,13,7
203,179,10,6
203,178,11,5
204,178,9,7
204,178,11,6
205,178,10,7
205,178,11,6
205,177,11,8
206,177,10,7
206,177,11,8
207,176,11,8
207,177,12,7
208,177,11,7
209,176,10,8
210,177,10,7
209,176,11,8
210,176,11,8
211,176,9,7
212,176,9,7
212,175,10,8
212,176,11,7
212,176,11,7
213,176,10,7
213,175,10,8
214,175,11,8
215,176,9,6
214,175,11,7
215,175,10,7
216,175,10,7
216,175,11,7
217,174,10,8
217,174,10,7
217,173,12,9
218,174,10,8
219,174,11,6
219,173,10,8
220,173,10,8
220,173,10,8
221,173,9,8
221,173,11,8
221,172,11,8
221,172,12,9
222,173,11,7
222,172,11,8
224,172,10,8
224,171,10,9
224,172,10,7
225,172,11,8
226,172,9,7
225,172,11,8
226,171,11,8
226,171,11,7
227,171,11,8
227,171,11,8
228,170,9,9
228,170,11,9
229,171,9,7
229,170,11,9
229,169,12,9
230,170,10,8
230,170,11,8
231,169,10,9
231,169,10,9
232,169,10,8
232,169,11,9
232,169,11,8
233,169,11,8
234,168,11,8
235,168,10,8
235,168,12,8
235,167,12,9
234,168,13,8
237,168,10,7
236,168,11,7
238,168,10,6
238,167,10,8
238,167,10,8
238,167,11,8
239,167,10,7
239,167,12,7
240,167,10,7
241,166,9,8
241,166,10,8
241,166,11,7
242,165,9,9
242,165,11,8
242,165,10,7
244,165,9,8
243,164,11,8
244,164,10,9
244,164,10,8
244,165,11,7
245,163,11,9
245,164,11,8
246,163,11,8
247,163,10,9
247,163,11,8
247,163,12,8
247,162,12,10
248,162,11,8
249,162,11,8
249,162,10,9
250,162,10,8
250,162,11,7
251,162,10,7
251,161,11,9
251,161,11,8
251,161,11,8
252,161,10,9
253,161,10,8
253,160,11,8
254,160,9,8
254,160,10,9
254,161,11,7
255,160,10,7
256,160,10,8
255,159,11,8
256,159,10,8
256,160,10,6
257,159,9,7
258,159,9,7
257,159,10,8
258,160,10,6
259,159,9,7
259,158,10,8
259,159,10,8
261,158,7,8
260,158,9,8
261,159,8,7
261,159,7,8
262,158,6,8
262,158,7,8
262,160,6,5
263,159,6,5
263,159,6,5
263,158,6,6
264,159,5,5
277,152,8,7
278,152,7,6
277,151,8,7
277,151,8,7
277,151,9,9
277,151,8,7
279,151,7,7
278,151,9,8
277,150,10,9
279,151,9,7
277,150,12,8
278,149,11,10
277,149,12,9
278,150,11,9
279,148,11,12
279,149,11,10
278,148,12,11
281,149,10,9
281,148,9,9
280,147,11,10
282,149,9,8
281,148,12,9
283,148,9,10
283,148,9,8
282,146,10,11
283,147,10,9
283,147,10,8
284,145,10,10
284,146,10,9
284,145,11,9
285,146,9,8
284,145,12,9
285,145,12,10
287,145,9,9
286,144,11,10
287,144,10,9
287,144,10,9
287,144,10,9
288,142,10,10
288,143,10,9
288,142,11,9
291,144,7,7
287,141,13,12
289,142,12,9
290,141,10,10
290,141,11,10
291,142,10,9
290,141,11,10
291,140,9,10
291,141,11,9
292,140,10,10
291,140,11,10
293,140,9,9
292,140,10,9
293,139,10,10
293,139,10,10
293,138,9,10
294,139,10,8
294,137,11,11
294,138,11,9
295,137,9,10
295,137,11,9
296,136,10,10
295,137,10,8
296,137,11,8
296,136,11,9
297,135,10,10
298,135,10,9
297,135,11,10
298,136,9,8
298,134,11,11
298,134,11,10
297,133,12,10
297,132,13,13
300,134,10,8
299,133,11,10
299,133,12,10
300,130,11,12
298,132,12,9
300,131,10,11
301,132,9,9
301,130,11,11
301,131,10,10
303,130,9,10
301,129,12,12
303,129,10,10
303,129,10,10
301,129,13,10
303,129,10,9
303,128,11,10
305,128,8,10
304,128,10,9
305,128,8,10
304,126,11,11
304,126,11,11
305,126,10,11
305,127,10,8
306,126,9,10
306,126,9,10
306,125,10,9
307,125,8,11
307,124,9,10
307,124,9,12
308,124,9,9
308,124,9,9
307,124,10,10
309,124,9,9
308,122,10,11
310,123,7,9
308,122,10,11
310,122,8,9
310,121,8,11
310,121,9,10
309,121,10,9
310,120,9,10
311,120,8,9
311,119,10,11
312,119,9,9
311,119,11,10
310,119,11,10
312,119,10,10
312,118,10,12
312,118,10,10
312,118,10,11
313,118,10,10
313,117,11,10
313,117,10,9
314,116,10,9
313,115,11,12
314,116,10,10
